,OBJECTID,CFID,CF_GROUP,CF_CATEGORY,CF_SUBCATEGORY,CF_NAMEAR,CF_NAMEENG,CF_LONG,CF_LAT,REGIONNAMEAR,REGIONNAMEENG,DISTRICTNAMEAR,DISTRICTNAMEENG,CMNTYNAMEAR,CMNTYNAMEENG,CF_PHONE,CF_EMAIL,CF_FAX,CF_POBOX,LGRPNAME,LGRPINDEX,LAYERNAME,LAYERINDEX,longitude,latitude
776,42624,DED-8290,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم قصر الهند - ذ م م,INDIA PALACE RESTAURANT - L L C,54.37677002,24.49285412,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16,E16,,,,,Eating and Drinking,30,Restaurant,32,54.37677001999998,24.492854120000004
777,42625,DED-8291,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم سماسم,SAMASAM RESTAURANT,54.37716293,24.49337673,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16,E16,6446262,,,126672,Eating and Drinking,30,Restaurant,32,54.37716293,24.493376730000023
778,42626,DED-8292,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم بستيز ايتري,BASTES EATERY RESTAURANT,54.37833023,24.49466705,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16,E16,6444161,,6324766,53875,Eating and Drinking,30,Restaurant,32,54.37833023000002,24.494667049999975
779,42628,TCA-AD-35187,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم بلو جريل,BLUE GRILL RESTURANT,54.490699,24.406615,أبوظبي,Abu Dhabi,منطقة المقطع,Al Maqta Area,مقطع 2,MQ2,0097126564285,noufal.tanous@rotana.com,0097125651414,131755,Eating and Drinking,30,Restaurant,32,54.490699000000006,24.406614999999988
780,42629,TCA-AD-35188,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم بوردو,BORD-EAD RESTAURANT,54.49084854,24.40629864,أبوظبي,Abu Dhabi,منطقة المقطع,Al Maqta Area,مقطع 2,MQ2,+97125098704,mohamed.abdelaziz@shangri-la.com,+9712598720,128881,Eating and Drinking,30,Restaurant,32,54.49084854,24.40629863999999
781,42630,TCA-AD-35189,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم سيرتو الايطالي,CERTO ITALIAN RESTAURANT,54.49084854,24.40629864,أبوظبي,Abu Dhabi,منطقة المقطع,Al Maqta Area,مقطع 2,MQ2,+97125581161,certo@atlashospitality.ae,+97125581160,130636,Eating and Drinking,30,Restaurant,32,54.49084854,24.40629863999999
782,42631,TCA-AD-35190,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطبخ تشى سبا - قرية البري,CHI SPA KITCHEN - QARYT ALBERI,54.49084854,24.40629864,أبوظبي,Abu Dhabi,منطقة المقطع,Al Maqta Area,مقطع 2,MQ2,+97125098704,mohamed.abdelaziz@shangri-la.com,+9712598720,128881,Eating and Drinking,30,Restaurant,32,54.49084854,24.40629863999999
783,42632,TCA-AD-35191,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم غدير قصر السراب,GHADEER QASR AL SARAB RESTAURANT,54.49056625,24.41476822,أبوظبي,Abu Dhabi,منطقة المقطع,Al Maqta Area,مقطع 2,MQ2,+97128862088,lcanuday@anantara.com,+97128862086,131277,Eating and Drinking,30,Restaurant,32,54.49056624999997,24.414768219999985
784,42633,TCA-AD-35192,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم هويان,HOIAN RESTURANT,54.49084854,24.40629864,أبوظبي,Abu Dhabi,منطقة المقطع,Al Maqta Area,مقطع 2,MQ2,+97125098704,mohamed.abdelaziz@shangri-la.com,+9712598720,128881,Eating and Drinking,30,Restaurant,32,54.49084854,24.40629863999999
785,42634,TCA-AD-35193,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم لوبى لاونج,LOBBY LOUNGE RESTUARANT,54.49084854,24.40629864,أبوظبي,Abu Dhabi,منطقة المقطع,Al Maqta Area,مقطع 2,MQ2,+97125098704,haytham.mohamed@tradershotels.com,+97125098720,128881,Eating and Drinking,30,Restaurant,32,54.49084854,24.40629863999999
786,42635,TCA-AD-35194,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم توكي,TOKI RESTAURANT,54.49056625,24.41476822,أبوظبي,Abu Dhabi,منطقة المقطع,Al Maqta Area,مقطع 2,MQ2,+97126814151,mmo@fcmsvc.com,+97126814191,8234,Eating and Drinking,30,Restaurant,32,54.49056624999997,24.414768219999985
787,42636,TCA-AD-35195,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ريد كاربيت,RED CARPET RESTAURANT,54.49056625,24.41476822,أبوظبي,Abu Dhabi,منطقة المقطع,Al Maqta Area,مقطع 2,MQ2,+97143473845,khaviar@eim.ae,+97143473845,8014,Eating and Drinking,30,Restaurant,32,54.49056624999997,24.414768219999985
788,42637,TCA-AD-35196,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم شانج بالاس,SHANG PALACE RESTUARANT,54.49084854,24.40629864,أبوظبي,Abu Dhabi,منطقة المقطع,Al Maqta Area,مقطع 2,MQ2,+97125098704,haytham.mohamed@tradershotels.com,+97125098720,128881,Eating and Drinking,30,Restaurant,32,54.49084854,24.40629863999999
789,42638,TCA-AD-35197,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم شنغهاي سربرايز ذ.م.م.,SHANGHAI SURPRISE RESTUARANT LLC,54.49084854,24.40629864,أبوظبي,Abu Dhabi,منطقة المقطع,Al Maqta Area,مقطع 2,MQ2,+97126777886,fk@talisman.ae,+97126770663,46055,Eating and Drinking,30,Restaurant,32,54.49084854,24.40629863999999
790,42639,TCA-AD-42482,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الواحة بجانب المسبح,OASIS POOLSIDE RESTAURANT,54.38109016,24.49901581,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16,E16,+97126446666,lemeriden.abudhabi@lemeridien.ae,+97126456160,46066,Eating and Drinking,30,Restaurant,32,54.381090159999985,24.499015810000003
791,42640,TCA-AD-42483,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم شجرة الزيتون,OLIVE TREE RESTAURANT,54.38196182,24.49685574,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16,E16,+97126440300,coffee_olivetree@yaahoo.com,+97126440981,4869,Eating and Drinking,30,Restaurant,32,54.381961820000015,24.49685574
792,42641,TCA-AD-42484,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم باكيزا,PAKEEZA RESTAURANT,54.38196182,24.49685574,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16,E16,+97126442845,kohinoor_marina@yahoo.com,+97126451418,44558,Eating and Drinking,30,Restaurant,32,54.381961820000015,24.49685574
793,42642,TCA-AD-42485,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم بابا جالو بيتزا وباستا,PAPPAGALLO PIZZA & PASTA RESTAURANT,54.38109016,24.49901581,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16,E16,+97126446666,lemeriden.abudhabi@lemeridien.ae,+97126456160,46066,Eating and Drinking,30,Restaurant,32,54.381090159999985,24.499015810000003
794,42643,TCA-AD-42486,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم بورتوفينو,PORTPFINO RESTAURANT,54.38196182,24.49685574,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16,E16,+97126440300,mmamm@hotmail.com,+97126440981,4869,Eating and Drinking,30,Restaurant,32,54.381961820000015,24.49685574
795,42644,TCA-AD-42487,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الدخول السريع,RUSH - IN RESTAURANT,54.38196182,24.49685574,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16,E16,+97126710000,diplomathojo@hotmail.com,+97126741221,73095,Eating and Drinking,30,Restaurant,32,54.381961820000015,24.49685574
796,42645,TCA-AD-42489,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الفانتوم,THE VANTOM RESTAURANT,54.38196182,24.49685574,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16,E16,+97126440300,layalinaoc@yahoo.com,+97126440981,4869,Eating and Drinking,30,Restaurant,32,54.381961820000015,24.49685574
797,42650,DED-6646,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,بن لاحج للمطاعم الدولية  (ش.ذ.م.م) - فرع ابوظبي,BIN LAHEJ INTERNATIONAL RESTAURANT (L.L.C) - BRENCH ABUDHABI,54.3516655,24.47010708,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 9,W9,,,,,Eating and Drinking,30,Restaurant,32,54.351665500000024,24.47010707999999
798,42651,DED-6647,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم كباب رولز الخالدية - ذ م م,KABAB ROLLS AL KHALIDIYAH RESTAURANT - L L C,54.35170804,24.47005589,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 9,W9,,reachmisbahuddin@hotmail.com,,42763,Eating and Drinking,30,Restaurant,32,54.351708040000005,24.470055890000026
799,42652,DED-6648,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,فيش ورلد - فرع,FISH WORLD - BRANCH,54.3516655,24.47010708,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 9,W9,,HABBABCO@YAHOO.COM,7518664,23560,Eating and Drinking,30,Restaurant,32,54.351665500000024,24.47010707999999
800,42654,DED-6650,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم نودل هت,NOODLE HUT RESTAURANT,54.3516655,24.47010708,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 9,W9,,,,,Eating and Drinking,30,Restaurant,32,54.351665500000024,24.47010707999999
801,42655,DED-6651,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,ايرست ريستورانت ميدل ايست - ذ م م - فرع 1,AIREST RESTAURANT MIDDLE EAST - LLC- BRANCH 1,54.3516655,24.47010708,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 9,W9,6421800,mrlcauh@emirates.net.ae,6410555,4048,Eating and Drinking,30,Restaurant,32,54.351665500000024,24.47010707999999
802,42656,DED-6652,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ابين,ABYAN  RESTAURANT,54.34850311,24.47231197,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 9,W9,6655545,hommam2@hotmail.com,,41884,Eating and Drinking,30,Restaurant,32,54.348503110000024,24.47231197000002
803,42657,DED-6653,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,جاينت للوجبات السريعة اللبنانية,GIANT LEBANESE FAST FOOD,54.34833527,24.47086048,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 9,W9,6668843,ama02004@emirates.net.ae,,30022,Eating and Drinking,30,Restaurant,32,54.34833527000001,24.47086048
804,42665,DED-8888,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الروبيان الملكي للمأكولات البحرية,ALRUBIYAN ALMALAKI SEA FOOD RESTAURANT,54.36845398,24.47175884,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 13_1,W13_01,6393111,,6393132,72133,Eating and Drinking,30,Restaurant,32,54.36845398000003,24.471758840000007
805,42666,DED-8889,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ناصر,NASSER RESTAURANT,54.36845398,24.47175884,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 13_1,W13_01,26210482,,,65634,Eating and Drinking,30,Restaurant,32,54.36845398000003,24.471758840000007
806,42669,DED-9003,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم على ذوقك - ذ.م.م,ALA THOQEK RESTAURANT - L.L.C,54.35499211,24.48040287,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 6,W6,,,,,Eating and Drinking,30,Restaurant,32,54.35499211000001,24.480402869999978
807,42670,DED-9004,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم بن سلامة,BIN SALAM RESTAURANT,54.35185204,24.48127412,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 6,W6,6322118,,,9138,Eating and Drinking,30,Restaurant,32,54.35185203999998,24.481274120000023
808,42675,TCA-AD-35198,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم شو تشو ذ م م,SHO CHO RESTAURANT L L C,54.49084854,24.40629864,أبوظبي,Abu Dhabi,منطقة المقطع,Al Maqta Area,مقطع 2,MQ2,+97125581117,abudhabi@sho-cho.com,+97125581119,61601,Eating and Drinking,30,Restaurant,32,54.49084854,24.40629863999999
809,42676,TCA-AD-35199,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم سفره ب ل د,SOFRA BLD RESTUARANT,54.49084854,24.40629864,أبوظبي,Abu Dhabi,منطقة المقطع,Al Maqta Area,مقطع 2,MQ2,+97125098704,haytham.mohamed@tradershotels.com,+97125098720,128881,Eating and Drinking,30,Restaurant,32,54.49084854,24.40629863999999
810,42677,TCA-AD-35200,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم سهيل قصر السراب,SUHAIL QASR ALSARAB RESTAURANT,54.49056625,24.41476822,أبوظبي,Abu Dhabi,منطقة المقطع,Al Maqta Area,مقطع 2,MQ2,+97128862088,lcanuday@anantara.com,+97128862086,131277,Eating and Drinking,30,Restaurant,32,54.49056624999997,24.414768219999985
811,42678,TCA-AD-35201,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مومباسا جريلي,MOMBASSA GRILLE,54.49084854,24.40629864,أبوظبي,Abu Dhabi,منطقة المقطع,Al Maqta Area,مقطع 2,MQ2,+97126722300,legal_mangement@masaood.com,+97126760022,322,Eating and Drinking,30,Restaurant,32,54.49084854,24.40629863999999
812,42680,DED-35494,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطاعم الأصالة ذ م م,AL ASALAH  RESTURANTS L L C,54.33177185,24.47672653,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,كاسر الامواج,Kasser Al Amwaj,,,,,Eating and Drinking,30,Restaurant,32,54.331771849999996,24.476726530000008
813,42681,TCA-AD-35599,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ليالي مراكش,LAYALI MARAKISH RESTURANT,54.72105026,24.61657143,أبوظبي,Abu Dhabi,أبومريخة,Abu Mureikhah,ابو مريخه,Abu Mureikhah,+97125638557,ictllc@emirates.net.ae,+97125638413,77431,Eating and Drinking,30,Restaurant,32,54.72105026000003,24.616571430000022
814,42682,TCA-AD-35600,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الكهف الليلي,MATAM ALKAHF ALLILLEY,54.72105026,24.61657143,أبوظبي,Abu Dhabi,أبومريخة,Abu Mureikhah,ابو مريخه,Abu Mureikhah,+97125638557,abuzayed75@yahoo.com,+97125638129,37112,Eating and Drinking,30,Restaurant,32,54.72105026000003,24.616571430000022
815,42700,DED-6924,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ومشويات كباب ابوكابى,ABU KAABI KABAB RESTAURANT & GRILLS,54.35069084,24.47673416,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 7_1,W7_01,6666854,,,25617,Eating and Drinking,30,Restaurant,32,54.35069084000003,24.476734159999978
816,42701,DED-6925,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الشوكة الذهبية - ذ.م.م - فرع ابوظبي,AL SHOUKA AL DAHABIYA RESTAURANT-LLC- ABU DHABI BRANCH,54.34994698,24.47550011,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 7_1,W7_01,6274308,,042234037,43018,Eating and Drinking,30,Restaurant,32,54.34994698000003,24.475500109999984
817,42702,DED-6926,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم خالد الكندي,KHALED ALKANDI RESTAURANT,54.35184288,24.47764397,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 7_1,W7_01,6653085,,,93580,Eating and Drinking,30,Restaurant,32,54.35184287999999,24.477643969999974
818,42703,DED-6927,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ماي واي,MYWAY   RESTAURANT,54.35245308,24.47752035,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 7_1,W7_01,,,,,Eating and Drinking,30,Restaurant,32,54.352453079999975,24.47752035000002
819,42724,TCA-AD-36332,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم شويسز,CHOICES RESTAURAMT,54.526691,24.401432,أبوظبي,Abu Dhabi,منطقة المقطع,Al Maqta Area,مقطع 13,MQ13,0097126564275,nofal.tanous@rotana.com,0097125651414,131755,Eating and Drinking,30,Restaurant,32,54.52669100000003,24.401432
820,42725,TCA-AD-36832,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم كاسكيدس,CASCADES RESTAURANT,54.31750679,24.46211624,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,الرأس الاخضر,Ras Al Akhdar,+97126909000,alaa.haboush@kempinski.com,+97126908611,39999,Eating and Drinking,30,Restaurant,32,54.31750678999998,24.46211624
821,42726,TCA-AD-36833,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم إطوالي,ETOILES RESTAURANT,54.31750679,24.46211624,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,الرأس الاخضر,Ras Al Akhdar,+97126909000,alaa.haboush@kempinski.com,+97126908611,39999,Eating and Drinking,30,Restaurant,32,54.31750678999998,24.46211624
822,42727,TCA-AD-36834,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم نوافير كونتيننتال,NAWAFEER CONTINENTAL RESTAURENT,54.31750679,24.46211624,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,الرأس الاخضر,Ras Al Akhdar,+97137046000,ahmed.margoushy@danathotels.com,+97137046009,16031,Eating and Drinking,30,Restaurant,32,54.31750678999998,24.46211624
823,42728,TCA-AD-36835,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم لاس بريساس,LAS BRISAS RESTUARANT,54.31750679,24.46211624,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,الرأس الاخضر,Ras Al Akhdar,+97126909000,alaa.haboush@kempinski.com,+97126908611,39999,Eating and Drinking,30,Restaurant,32,54.31750678999998,24.46211624
824,42729,TCA-AD-36836,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ليفاندوم,LEVANDOME RESTAURANT,54.31750679,24.46211624,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,الرأس الاخضر,Ras Al Akhdar,+97126909000,alaa.haboush@kempinski.com,+97126908611,39999,Eating and Drinking,30,Restaurant,32,54.31750678999998,24.46211624
825,42730,TCA-AD-36837,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ميزالونا,MEZZALUNA RESTAURANT,54.31750679,24.46211624,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,الرأس الاخضر,Ras Al Akhdar,+97126909000,alaa.haboush@kempinski.com,+97126908611,39999,Eating and Drinking,30,Restaurant,32,54.31750678999998,24.46211624
826,42731,DED-5935,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم وكافتيريا ابى الفداء - فرع,ABIL FIDA RESTAURANT & CAFETERIA - BRANCH,54.35673046,24.4775107,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 4,W4,,,,,Eating and Drinking,30,Restaurant,32,54.356730459999994,24.477510699999982
827,42732,DED-5936,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ساحل الرملة,AL RAMLA COAST RESTAURANT,54.35389519,24.47770309,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 4,W4,6333515,,4432266,29813,Eating and Drinking,30,Restaurant,32,54.35389519,24.477703089999977
828,42733,DED-5937,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ومعجنات عروس الرمال,AROUS ALREMAL RESTAURANT & PASTRY,54.35776138,24.47783089,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 4,W4,6338438,,,27974,Eating and Drinking,30,Restaurant,32,54.35776138,24.477830890000007
829,42734,DED-5938,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ربيعة,RABEEA RESTAURANT,54.35425949,24.47799492,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 4,W4,6212005,,,38513,Eating and Drinking,30,Restaurant,32,54.354259490000004,24.477994920000015
830,42735,DED-5939,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,هافيلي للمأكولات الهندية,HAVELI INDIAN CUISINE,54.35648727,24.47637081,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 4,W4,6321448,,6326008,71800,Eating and Drinking,30,Restaurant,32,54.35648727,24.47637080999999
831,42736,DED-5940,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ذ - ون,THE ONE RESTAURANT,54.35992432,24.47920227,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 4,W4,6816500,,6811512,47454,Eating and Drinking,30,Restaurant,32,54.359924320000005,24.479202269999973
832,42737,DED-5941,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ملوك الشاورما,KINGS SHAWARMA RESTAURANT,54.35388756,24.4756794,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 4,W4,6668007,,6668007,107964,Eating and Drinking,30,Restaurant,32,54.353887559999976,24.47567939999999
833,42738,DED-5942,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم سنبلة لبنان,LEBANESE SPIKE RESTAURANT,54.35575867,24.47712517,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 4,W4,6319780,,,26297,Eating and Drinking,30,Restaurant,32,54.35575867,24.477125170000022
834,42739,DED-5943,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم شهرة,SHAHRA RESTAURANT,54.3561219,24.4767467,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 4,W4,6340556,,,34096,Eating and Drinking,30,Restaurant,32,54.356121900000005,24.47674669999998
835,42740,DED-5944,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم جاد - فرع,GAD RESTAURANT - BRANCH,54.35074615,24.47446728,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 4,W4,6674544,,,32177,Eating and Drinking,30,Restaurant,32,54.35074615000002,24.47446728
836,42745,DED-7131,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم سنديب,SUNDIP RESTAURANT,54.38988408,24.44895548,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 24_1,W24_01,4458492,,,72769,Eating and Drinking,30,Restaurant,32,54.38988408,24.448955479999995
837,42752,DED-7236,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ومشاوى الصفدى - ذ م م,AL SAFADY RESTAURANT & GRILLS - L L C,54.34499741,24.47170353,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 8,W8,6660201,alialkafaji@yahoo.com,,41826,Eating and Drinking,30,Restaurant,32,54.34499741000002,24.471703530000013
838,42755,DED-9231,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم بيكان تينا,PICANTINA RESTAURANT,54.38328814,24.49599652,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_1,E16_01,,,,,Eating and Drinking,30,Restaurant,32,54.38328813999999,24.495996520000006
839,42756,DED-9232,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم حاتم الايرانى,HATAM AL IRANI RESTAURANT,54.38326263,24.49600887,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_1,E16_01,,,,5060,Eating and Drinking,30,Restaurant,32,54.38326262999999,24.496008870000026
840,42759,DED-9235,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم محمد حسن الحمادى,MOHAMMED HASSAN AL HAMMADI RESTAURANT,54.38122177,24.4927187,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_1,E16_01,6440532,,,70243,Eating and Drinking,30,Restaurant,32,54.381221770000025,24.49271870000001
841,42760,DED-9236,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم وكافتيريا ابى الفداء,ABIL FIDA RESTAURANT & CAFETERIA,54.38215256,24.4922142,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_1,E16_01,6446511,,,8151,Eating and Drinking,30,Restaurant,32,54.38215256000001,24.492214199999978
842,42761,DED-9237,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,امواج البحر للماكولات السريعه,AMWAJ AL BAHR FAST FOOD,54.38326263,24.49600887,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_1,E16_01,6456020,,6456080,52360,Eating and Drinking,30,Restaurant,32,54.38326262999999,24.496008870000026
843,42762,DED-9238,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم بوبايز - ذ م م- فرع 2,POPEYES REATAURANT LLC - BRANCH 2,54.38328814,24.49599652,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_1,E16_01,,,,,Eating and Drinking,30,Restaurant,32,54.38328813999999,24.495996520000006
844,42763,DED-9239,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم بيلا - فرع,BIELLA RESTAURANT - BRANCH,54.38326263,24.49600887,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_1,E16_01,,,,105019,Eating and Drinking,30,Restaurant,32,54.38326262999999,24.496008870000026
845,42764,DED-9240,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,كرافيا انك - ذ م م - فرع أبوظبي,CRAVIA INC - L L C -  ABU DHABI BR.,54.38326263,24.49600887,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_1,E16_01,4359555,walid@urd.ae,4359595,77297,Eating and Drinking,30,Restaurant,32,54.38326262999999,24.496008870000026
846,42765,DED-9241,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,بيتزا امورى,PIZZA AMORE,54.38189697,24.49357605,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_1,E16_01,6449990,,6450900,33330,Eating and Drinking,30,Restaurant,32,54.381896970000014,24.49357605
