,OBJECTID,CFID,CF_GROUP,CF_CATEGORY,CF_SUBCATEGORY,CF_NAMEAR,CF_NAMEENG,CF_LONG,CF_LAT,REGIONNAMEAR,REGIONNAMEENG,DISTRICTNAMEAR,DISTRICTNAMEENG,CMNTYNAMEAR,CMNTYNAMEENG,CF_PHONE,CF_EMAIL,CF_FAX,CF_POBOX,LGRPNAME,LGRPINDEX,LAYERNAME,longitude,latitude
232,41342,DED-2650,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,ميلودى لانترنت كافيه,MELODY INTERNET CAFE,54.36748886,24.49414539,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,6767404,nachu878@yahoo.com,6504998,45350,Eating and Drinking,30,Cafe,54.36748885999998,24.49414539000003
233,41343,DED-2651,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى فخفخينا,FAQHFAQHINA CAFE,54.37068558,24.49618912,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,6777488,,6715574,26223,Eating and Drinking,30,Cafe,54.370685579999986,24.496189119999997
234,41344,DED-2652,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى  ليالي العرب,ARABIAN  NIGHTS CAFE,54.36748886,24.49414539,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,6772551,,26782628,46762,Eating and Drinking,30,Cafe,54.36748885999998,24.49414539000003
235,41351,DED-2659,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,الحصان الجامح كافيه,CRAZY HORSE CAFE,54.36927414,24.49667168,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,6727018,,,25578,Eating and Drinking,30,Cafe,54.369274140000016,24.49667168000002
236,41360,DED-660,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,ابونواف للمأكولات السريعة,ABU NAWAF FASTFOOD,54.49696159,24.41873741,أبوظبي,Abu Dhabi,ساس النخل (أم النار),Sas Al Nakhl (Umm Al Nar),ساس النخل,Sas Al Nakhl,25585124,,,26195,Eating and Drinking,30,Cafe,54.49696159000001,24.418737410000006
237,41363,DED-665,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,الهدهد كوفي شوب,AL HUDHUD COFFEE SHOP,54.53559685,24.32938004,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,,,,38057,Eating and Drinking,30,Cafe,54.53559684999999,24.32938003999999
238,41371,DED-1274,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,منطقة الشبكة للانترنت,INTERNET NET ZONE,54.43103218,24.43468475,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 41,E41,,alneaimi@gmail.com,6417171,41811,Eating and Drinking,30,Cafe,54.43103217999999,24.434684749999974
239,41372,DED-1275,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,الخال كوفى شوب,AL KHAL COFFEE SHOP,54.43161374,24.43460469,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 41,E41,4494143,ib_nsairat@yahoo.com,,114819,Eating and Drinking,30,Cafe,54.43161373999999,24.434604690000015
240,41374,DED-1277,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,التاج للدجاج المقلى,CROWN FRIED CHICKEN,54.43571281,24.43404388,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 41,E41,24490002,delights@emirates.net.ae,26791885,29630,Eating and Drinking,30,Cafe,54.435712809999984,24.43404387999999
241,41381,DED-1972,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مركز بنى ياس الدولى للانترنت - ذ م م,BANIYAS ITNERNATIONAL INTERNET CENTRE - L L C,54.62496185,24.29971313,أبوظبي,Abu Dhabi,بنى ياس,Baniyas,بني ياس شرق 5,EB5,5864000,baniyasi@abudhabi.net.ae,,56562,Eating and Drinking,30,Cafe,54.62496184999998,24.299713129999986
242,41382,DED-1973,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,المقهى الدولي - ذ.م.م,INTERNATIONAL CAFE - L.L.C,54.62496185,24.29971313,أبوظبي,Abu Dhabi,بنى ياس,Baniyas,بني ياس شرق 5,EB5,4454483,uaef4@hotmail.com,,56562,Eating and Drinking,30,Cafe,54.62496184999998,24.299713129999986
243,41385,DED-1978,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,الحماية للأنترنت,SAFE INTERNET,54.53753471,24.37147713,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد  9_1,Z9_01,5534550,,,45350,Eating and Drinking,30,Cafe,54.53753470999999,24.371477130000017
244,41386,DED-1979,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,دانكن دونتس - فرع,DUNKIN DONUTS - BRANCH,54.53753471,24.37147713,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد  9_1,Z9_01,6452070,dunkindonutsuae@yahoo.com,6452070,39423,Eating and Drinking,30,Cafe,54.53753470999999,24.371477130000017
245,41388,DED-1981,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كافيه نيرو ( فرع لشركة مدارك ذ م م) - فرع أبوظبي,CAFFE NERO ( BR OF MADAREK L L C) - ABUDHABI BRANCH,54.53753471,24.37147713,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد  9_1,Z9_01,2011111,,2824901,2623,Eating and Drinking,30,Cafe,54.53753470999999,24.371477130000017
246,41392,DED-2665,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,برايت انترنت كافيه ذ.م.م,BRIGHT INTERNET CAFE - LLC,54.36789322,24.49492359,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,6785924,,,4698,Eating and Drinking,30,Cafe,54.367893219999985,24.494923589999985
247,41394,DED-2667,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,لودينج زون انترنت كافيه,LOADING ZONE INTERNET CAFE,54.36851883,24.49725914,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,5506602,loadingcaffe@yahoo.com,,52664,Eating and Drinking,30,Cafe,54.36851883000003,24.497259139999983
248,41400,DED-667,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كوفى شوب رشا,RASHA COFFEE SHOP,54.53370237,24.33010206,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,,,,60301,Eating and Drinking,30,Cafe,54.533702370000015,24.33010206
249,41403,DED-670,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,سيبا كوفي شوب - فرع,SEBA COFFEE SHOP - BRANCH,54.53404183,24.33418515,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,,,,,Eating and Drinking,30,Cafe,54.53404182999998,24.334185149999996
250,41404,DED-671,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى قمر العرب,ARAB MOON CAFE,54.53403927,24.3338363,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,,,,81757,Eating and Drinking,30,Cafe,54.534039269999994,24.333836299999973
251,41405,DED-672,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,الكوخ الاثيوبى,ETHIOPIAN HUT,54.53401166,24.32931485,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,,,,13206,Eating and Drinking,30,Cafe,54.534011659999976,24.329314850000003
252,41407,DED-674,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كوفى شوب باتيا,BATIA COFFE SHOP,54.53607559,24.32939529,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,,,,9642,Eating and Drinking,30,Cafe,54.536075589999996,24.32939528999998
253,41410,DED-677,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,ارض الفرسان كوفى شوب - ذ م م,HORSEMEN LAND COFFEE SHOP - LLC,54.53265933,24.33449503,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,,,,,Eating and Drinking,30,Cafe,54.53265933,24.334495030000028
254,41411,DED-678,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,نفرتيتي كوفي شوب ذ م م,NEFERTITI COFFEE SHOP LLC,54.53427124,24.33156013,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,,9_8388@hotmail.com,,74683,Eating and Drinking,30,Cafe,54.53427124000001,24.331560130000014
255,41412,DED-1280,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى ومرطبات الامبراطور ـ ذ م م,EMPEROR CAFE & REFRESHMENTS LLC,54.43132973,24.4346447,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 41,E41,,,,112908,Eating and Drinking,30,Cafe,54.431329730000016,24.43464469999998
256,41424,DED-1982,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,روبوستا كافيه,ROBUSTA CAFE,54.53770183,24.3714476,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد  9_1,Z9_01,,,,,Eating and Drinking,30,Cafe,54.53770183,24.37144760000001
257,41446,DED-679,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كوفى شوب زهرة دار السلام,FLOWER OF DAR AL SALAM COFFEE SHOP,54.53388405,24.33193016,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,,,,74804,Eating and Drinking,30,Cafe,54.53388404999998,24.331930160000013
258,41448,DED-681,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,الحبايب كوفي شوب - فرع,AL HABAYIB COFFEE SHOP - BRENCH,54.53402519,24.331548689999998,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,,,,,Eating and Drinking,30,Cafe,54.53402519000002,24.331548689999977
259,41449,DED-682,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كافيتريا البيتزا الذهبي,GOLDEN  PIZZA   CAFETERIA,54.5360749,24.32939482,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,,,,,Eating and Drinking,30,Cafe,54.53607490000002,24.329394820000005
260,41451,DED-684,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,عيون الكنانة كوفي شوب,AYOON AL KINANA COFFEE SHOP,54.53594971,24.32977867,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,,,,59554,Eating and Drinking,30,Cafe,54.53594971000001,24.329778669999996
261,41452,DED-685,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كافيه الفرات الاخضر,GREEN TIGRIS CAFE,54.53551601,24.33097433,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,5531355,,5522411,12982,Eating and Drinking,30,Cafe,54.53551600999998,24.330974330000004
262,41454,DED-687,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى ومرطبات زهرة حلوان,ZAHRAT HELWAN COFFE & REFRESHMENT,54.53577805,24.33321762,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,5843430,,,44209,Eating and Drinking,30,Cafe,54.535778049999976,24.333217620000028
263,41455,DED-688,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كافيه نوفير,NOFEAR CAFE,54.53647614,24.33211994,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,,,,36761,Eating and Drinking,30,Cafe,54.53647613999999,24.332119939999984
264,41457,DED-690,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كافيه فارس البوادي,HORSEMAN OF DESERT CAFE,54.53518677,24.33206463,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,,,,75625,Eating and Drinking,30,Cafe,54.535186769999996,24.33206462999999
265,41462,DED-1303,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,نغم كافيه,NAGHAM CAFE,54.43750191,24.43209839,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 40,E40,24494333,nagham@abudhabi.net.ae,0,72702,Eating and Drinking,30,Cafe,54.43750190999998,24.43209839000002
266,41463,DED-1304,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى ومرطبات الباشا,AL BASHA CAFE & REFRESHMENTS,54.43367195,24.43264198,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 40,E40,4492336,,4492336,28097,Eating and Drinking,30,Cafe,54.43367195000002,24.432641980000028
267,41464,DED-1305,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى ومرطبات الكلبانى,AL KALBANI REFRESHMENTS & COFFEE SHOP,54.43211746,24.43286324,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 40,E40,4490430,,,757970,Eating and Drinking,30,Cafe,54.43211745999997,24.432863240000017
268,41465,DED-1306,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى وكافتيريا همسات,HAMASAT CAFETERIA & COFFEE,54.43720055,24.43214226,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 40,E40,4447334,,,130545,Eating and Drinking,30,Cafe,54.43720055,24.432142259999978
269,41471,DED-2015,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,ركن الكوكب للانترنت,PLANET CORNER INTERNET,54.4664917,24.34514427,أبوظبي,Abu Dhabi,مصفح,Musaffah,مصفح غرب 4,MW4,5511129,planetcorner@gmail.com,5511129,105009,Eating and Drinking,30,Cafe,54.466491700000006,24.34514426999999
270,41477,DED-2083,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,ليالي الاحقاف كوفي شوب,LAYALI ALAHQAEAK AHQAF  COFFEE SHOP,54.64732993,24.28257551,أبوظبي,Abu Dhabi,بنى ياس,Baniyas,بني ياس شرق 9,EB9,,,,,Eating and Drinking,30,Cafe,54.64732993000001,24.282575510000015
271,41481,DED-2087,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,صالة النخبة للانترنت,ELITE  INTERNET HALL,54.64487843,24.28445668,أبوظبي,Abu Dhabi,بنى ياس,Baniyas,بني ياس شرق 9,EB9,,,,,Eating and Drinking,30,Cafe,54.644878430000006,24.284456680000005
272,41495,DED-691,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,الشمال كافيه,NORTH CAFE,54.53657532,24.33021927,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,5522444,najeeb@addc.ae,5527030,27118,Eating and Drinking,30,Cafe,54.53657532,24.330219269999986
273,41496,DED-692,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى شمسان,SHAMSAN COFFE SHOP,54.53726006,24.33611488,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,,,,128325,Eating and Drinking,30,Cafe,54.537260059999994,24.336114880000025
274,41499,DED-695,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كوفى شوب الابتسامة,THE SMILE COFFE SHOP,54.53512001,24.33387756,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,0,,,39364,Eating and Drinking,30,Cafe,54.535120010000014,24.33387756000002
275,41538,DED-2788,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,سرايا كوفى شوب,SARAYA COFFEE SHOP,54.37463548,24.48400605,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 4_2,E4_02,,,,,Eating and Drinking,30,Cafe,54.374635479999995,24.484006050000005
276,41541,DED-2791,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,صالة شوت للانترنت,SHOT INTERNET HALL,54.37001756,24.47973329,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 4_2,E4_02,,,,,Eating and Drinking,30,Cafe,54.37001756000001,24.479733290000013
277,41542,DED-2792,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى سايبر,CYBER CAFE,54.37300682,24.48593712,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 4_2,E4_02,6319000,sresidence@yahoo.com,6312323,35864,Eating and Drinking,30,Cafe,54.37300682,24.485937120000017
278,41544,DED-704,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى ومرطبات كليوباترا,CLEOPATRA CAFE & REFRESHMENTS,54.53585625,24.33162308,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,5590653,,,12879,Eating and Drinking,30,Cafe,54.535856249999995,24.331623079999986
279,41545,DED-705,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,صالة اكس اكس وان للانترنت,X X I INTERNET HALL,54.53439331,24.33475685,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,5523555,xxiinternet@abudhabi.net.ae,5523555,3152,Eating and Drinking,30,Cafe,54.534393309999984,24.33475685000002
280,41551,DED-711,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كوفي نت دانات,DANAT COFFEE NET,54.53562355,24.33389854,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,,,,500001,Eating and Drinking,30,Cafe,54.535623550000025,24.333898540000007
281,41552,DED-712,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كوفى شوب الوعد,PROMISE COFEE SHOP,54.53253937,24.33630753,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,,,,42111,Eating and Drinking,30,Cafe,54.532539369999995,24.33630753
282,41553,DED-713,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,عرش بلقيس كوفى شوب,ARSH BILQEES COFFEESHOP,54.53493881,24.33714867,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,5533774,arshb@abudhabi.net.ae,,35475,Eating and Drinking,30,Cafe,54.53493881000003,24.337148669999976
283,41564,DED-1428,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كافيتريا بايت رايت,BITE RITE  CAFETERIA,54.3794899,24.47075272,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 19_2,E19_02,6411660,kiroandrou@yahoo.com,6411688,37005,Eating and Drinking,30,Cafe,54.37948990000001,24.470752720000007
284,41565,DED-1429,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,الخابية كوفي شوب,AL KHABIAH COFFEE SHOP,54.3808403,24.4699297,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 19_2,E19_02,6433550,,,39243,Eating and Drinking,30,Cafe,54.38084029999999,24.469929700000023
285,41567,DED-1431,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,دريم للانترنت,DREAM INTERNET,54.3781059,24.47397646,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 19_2,E19_02,,,,,Eating and Drinking,30,Cafe,54.37810589999998,24.473976460000017
286,41568,DED-2148,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كاتيا انترنت كافيه,KATIA INTERNET CAFE,54.35882509,24.48708514,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 2,E2,6224400,admin@katiacafe.com,6224400,47983,Eating and Drinking,30,Cafe,54.35882508999998,24.487085139999976
287,41580,DED-2793,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كافيتريا المدرب,AL MUDARRIB CAFETERIA,54.37001756,24.47973329,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 4_2,E4_02,,,,,Eating and Drinking,30,Cafe,54.37001756000001,24.479733290000013
288,41587,DED-2800,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,دوت كوم كافيه - فرع ابوظبى,DOT COM CAFE - ABU DHABI BRANCH,54.36735259,24.4883162,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 4_2,E4_02,,,,,Eating and Drinking,30,Cafe,54.367352589999996,24.488316199999986
289,41592,DED-715,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كوفي شوب زهرة العين,ZAHRAT AL AIN COFFEE SHOP,54.53529739,24.33548164,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,5525058,,,55830,Eating and Drinking,30,Cafe,54.53529738999998,24.335481640000012
290,41594,DED-717,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كوفي شوب البرج المنير,RADIANT TOWER COFFE SHOP,54.53226089,24.33403015,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,,alrabob@yahoo.com,,30059,Eating and Drinking,30,Cafe,54.532260889999975,24.33403014999999
291,41612,DED-1493,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كوفي شوب ليالي الشهامة,LYALY AL SHAHAMA COFFEE SHOP,54.69264984,24.54116249,أبوظبي,Abu Dhabi,الشهامة,Al Shahama,الشهامه,Al Shahama,,,,36616,Eating and Drinking,30,Cafe,54.69264984,24.541162489999977
292,41614,DED-1495,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى ومرطبات شباب الشهامه,SHABAB AL SHAHAMA CAFE & REFRESHMENTS,54.68172941,24.53295506,أبوظبي,Abu Dhabi,الشهامة,Al Shahama,الشهامه,Al Shahama,,,,52529,Eating and Drinking,30,Cafe,54.68172941,24.532955060000006
293,41622,DED-2240,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى ومرطبات ربوع الشام,RUBOO AL SHAM CAFE & REFRESHMENTS,54.36306602,24.48761431,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 3,E3,5554430,,5552482,9571,Eating and Drinking,30,Cafe,54.36306602000002,24.487614310000026
294,41624,DED-2242,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,لومى الملك,LOMY KING,54.35981369,24.48610115,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 3,E3,6329258,binhabib@emirates.net.ae,6673300,3006,Eating and Drinking,30,Cafe,54.35981369000001,24.486101150000025
295,41652,DED-1497,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,هجوله كوفي شوب - ذ م م,HAJWALA COFFEE  SHOP - LLC,54.67971802,24.53033924,أبوظبي,Abu Dhabi,الشهامة,Al Shahama,الشهامه,Al Shahama,,,,78118,Eating and Drinking,30,Cafe,54.679718019999996,24.53033923999999
296,41653,DED-1498,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى ومرطبات الوداد,AL WIDAD CAFE & REFRESHMENTS,54.67987442,24.53054142,أبوظبي,Abu Dhabi,الشهامة,Al Shahama,الشهامه,Al Shahama,5632212,,,78614,Eating and Drinking,30,Cafe,54.679874419999976,24.53054142000002
297,41666,DED-2261,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,الصفا للمأكولات السريعة,AL SAFA FASTFOOD,54.35999298,24.4868927,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 3,E3,6333836,ipacific@emirates.net.ae,6335534,75372,Eating and Drinking,30,Cafe,54.359992980000015,24.4868927
298,41671,DED-2266,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,انترنت وكوفي شوب الرومنسي - ذ م م,AL ROMANCY INTERNET CAFE SHOP - L L C,54.36244011,24.4877243,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 3,E3,6321101,k5_uae@hotmail.com,,110601,Eating and Drinking,30,Cafe,54.36244011000002,24.487724300000025
299,41680,DED-2955,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كافيه توين تاورز,TWIN TOWERS CAFE,54.36859564,24.47872689,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 4_1,E4_01,,,,,Eating and Drinking,30,Cafe,54.368595640000024,24.47872689000002
300,41683,DED-2958,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,لى كافيه فرانسيه - ذ م م,LE CAFE FRANCAIS - LLC,54.3646486,24.48242083,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 4_1,E4_01,,,,,Eating and Drinking,30,Cafe,54.36464860000001,24.482420830000024
301,41684,DED-2959,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,المنظر للانترنت,AL MANDHAR INTERNET,54.36416245,24.48222446,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 4_1,E4_01,6332269,,,28310,Eating and Drinking,30,Cafe,54.36416244999998,24.482224459999998
302,41695,DED-800,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,الاختيار الجديد للانترنت,NEW CHOICE  INTERNET,54.56506348,24.42246532,أبوظبي,Abu Dhabi,مدينة خليفة أ,Khalifa City A,جنوب غرب 2,SW2,5563624,,,130664,Eating and Drinking,30,Cafe,54.56506347999999,24.422465320000015
303,41727,DED-2965,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مأكولات نجمه المدينة,CITY STAR FOODS,54.36647797,24.47827339,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 4_1,E4_01,6324408,,,37351,Eating and Drinking,30,Cafe,54.366477970000005,24.478273390000027
304,41732,DED-2970,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,صالة المندو للانترنت,AL MUNDO INTERNET HALL,54.36355927,24.48188182,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 4_1,E4_01,,,,,Eating and Drinking,30,Cafe,54.363559269999996,24.481881820000012
305,41735,DED-2973,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كوفى شوب الوان الحديث,MODERN COLOURS COFFEE SHOP,54.36403177,24.48074081,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 4_1,E4_01,6344213,salhameli@adco.ae,,54512,Eating and Drinking,30,Cafe,54.36403177,24.480740809999986
306,41741,DED-823,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,فون شوب,PHONE SHOP,54.37969248,24.47724001,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 18_2,E18_02,6428070,,,4949,Eating and Drinking,30,Cafe,54.37969248000002,24.477240010000003
